key,reason,record_type,source
ETH/USDT/309076259,UNMANAGED_EXTERNAL_OR_LEGACY,exchange_fill,Binance userTrades
ETH/USDT/309090909,UNMANAGED_EXTERNAL_OR_LEGACY,exchange_fill,Binance userTrades
ETH/USDT/309137101,UNMANAGED_EXTERNAL_OR_LEGACY,exchange_fill,Binance userTrades
ETH/USDT/309137102,UNMANAGED_EXTERNAL_OR_LEGACY,exchange_fill,Binance userTrades
ETH/USDT/309137103,UNMANAGED_EXTERNAL_OR_LEGACY,exchange_fill,Binance userTrades
ETH/USDT/309176628,UNMANAGED_EXTERNAL_OR_LEGACY,exchange_fill,Binance userTrades
ETH/USDT/309196589,UNMANAGED_EXTERNAL_OR_LEGACY,exchange_fill,Binance userTrades
ETH/USDT/309196590,UNMANAGED_EXTERNAL_OR_LEGACY,exchange_fill,Binance userTrades
ETH/USDT/309278262,UNMANAGED_EXTERNAL_OR_LEGACY,exchange_fill,Binance userTrades
ETH/USDT/309361528,UNMANAGED_EXTERNAL_OR_LEGACY,exchange_fill,Binance userTrades
ETH/USDT/309442777,UNMANAGED_EXTERNAL_OR_LEGACY,exchange_fill,Binance userTrades
ETH/USDT/309443618,UNMANAGED_EXTERNAL_OR_LEGACY,exchange_fill,Binance userTrades
ETH/USDT/309451156,UNMANAGED_EXTERNAL_OR_LEGACY,exchange_fill,Binance userTrades
ETH/USDT/309456346,UNMANAGED_EXTERNAL_OR_LEGACY,exchange_fill,Binance userTrades
ETH/USDT/309462000,UNMANAGED_EXTERNAL_OR_LEGACY,exchange_fill,Binance userTrades
ETH/USDT/309660186,UNMANAGED_EXTERNAL_OR_LEGACY,exchange_fill,Binance userTrades
ETH/USDT/309660187,UNMANAGED_EXTERNAL_OR_LEGACY,exchange_fill,Binance userTrades
ETH/USDT/309693866,UNMANAGED_EXTERNAL_OR_LEGACY,exchange_fill,Binance userTrades
ETH/USDT/309855677,UNMANAGED_EXTERNAL_OR_LEGACY,exchange_fill,Binance userTrades
ETH/USDT/309934944,UNMANAGED_EXTERNAL_OR_LEGACY,exchange_fill,Binance userTrades
ETH/USDT/309934945,UNMANAGED_EXTERNAL_OR_LEGACY,exchange_fill,Binance userTrades
ETH/USDT/309934946,UNMANAGED_EXTERNAL_OR_LEGACY,exchange_fill,Binance userTrades
ETH/USDT/309935317,UNMANAGED_EXTERNAL_OR_LEGACY,exchange_fill,Binance userTrades
ETH/USDT/309940725,UNMANAGED_EXTERNAL_OR_LEGACY,exchange_fill,Binance userTrades
ETH/USDT/310100950,UNMANAGED_EXTERNAL_OR_LEGACY,exchange_fill,Binance userTrades
ETH/USDT/310100951,UNMANAGED_EXTERNAL_OR_LEGACY,exchange_fill,Binance userTrades
ETH/USDT/310100959,UNMANAGED_EXTERNAL_OR_LEGACY,exchange_fill,Binance userTrades
ETH/USDT/310100962,UNMANAGED_EXTERNAL_OR_LEGACY,exchange_fill,Binance userTrades
ETH/USDT/310100963,UNMANAGED_EXTERNAL_OR_LEGACY,exchange_fill,Binance userTrades
ETH/USDT/310100964,UNMANAGED_EXTERNAL_OR_LEGACY,exchange_fill,Binance userTrades
ETH/USDT/310100965,UNMANAGED_EXTERNAL_OR_LEGACY,exchange_fill,Binance userTrades
ETH/USDT/310100966,UNMANAGED_EXTERNAL_OR_LEGACY,exchange_fill,Binance userTrades
ETH/USDT/310100967,UNMANAGED_EXTERNAL_OR_LEGACY,exchange_fill,Binance userTrades
ETH/USDT/310100968,UNMANAGED_EXTERNAL_OR_LEGACY,exchange_fill,Binance userTrades
ETH/USDT/310100970,UNMANAGED_EXTERNAL_OR_LEGACY,exchange_fill,Binance userTrades
ETH/USDT/310100971,UNMANAGED_EXTERNAL_OR_LEGACY,exchange_fill,Binance userTrades
ETH/USDT/310111208,UNMANAGED_EXTERNAL_OR_LEGACY,exchange_fill,Binance userTrades
ETH/USDT/311395220,UNMANAGED_EXTERNAL_OR_LEGACY,exchange_fill,Binance userTrades
ETH/USDT/311528601,UNMANAGED_EXTERNAL_OR_LEGACY,exchange_fill,Binance userTrades
ETH/USDT/311528602,UNMANAGED_EXTERNAL_OR_LEGACY,exchange_fill,Binance userTrades
ETH/USDT/312601773,UNMANAGED_EXTERNAL_OR_LEGACY,exchange_fill,Binance userTrades
ETH/USDT/312910818,UNMANAGED_EXTERNAL_OR_LEGACY,exchange_fill,Binance userTrades
ETH/USDT/314113002,UNMANAGED_EXTERNAL_OR_LEGACY,exchange_fill,Binance userTrades
