commission,exchange_event_time,order_id,position_side,price,quantity,realized_pnl,side,strategy,symbol,trade_id,v2_matched
0.00845684,2026-07-16T05:36:54.794000+00:00,13483649962,BOTH,1922.01,0.011,0,BUY,,ETH/USDT,303011479,False
0.00922564,2026-07-16T05:36:54.794000+00:00,13483649962,BOTH,1922.01,0.012,0,BUY,,ETH/USDT,303011480,False
0.03880368,2026-07-16T15:46:56.180000+00:00,22128821614,BOTH,64672.80,0.0015,0,BUY,,BTC/USDT,518008411,False
0.03883968,2026-07-16T15:50:10.420000+00:00,22129268379,BOTH,64732.80,0.0015,0.09000000,SELL,,BTC/USDT,518009503,False
0.04516196,2026-07-17T00:36:56.912000+00:00,13568519859,BOTH,1850.90,0.061,-4.33771000,SELL,,ETH/USDT,303341831,False
0.04791062,2026-07-17T11:22:10.138000+00:00,22301072536,BOTH,63040.30,0.0019,0,BUY,,BTC/USDT,518305623,False
0.04790622,2026-07-17T11:22:11.036000+00:00,22301075717,BOTH,63034.50,0.0019,-0.01102000,SELL,,BTC/USDT,518305628,False
0.04770870,2026-07-17T11:22:12.845000+00:00,13618522057,BOTH,1834.95,0.065,0,BUY,,ETH/USDT,303532438,False
0.04770532,2026-07-17T11:22:13.750000+00:00,13618523337,BOTH,1834.82,0.065,-0.00845000,SELL,,ETH/USDT,303532439,False
0.04548096,2026-07-17T11:43:51.137000+00:00,22304553750,BOTH,63168,0.0018,0,BUY,,BTC/USDT,518311842,False
0.04548074,2026-07-17T11:43:52.441000+00:00,22304556548,BOTH,63167.70,0.0018,-0.00053999,SELL,,BTC/USDT,518311848,False
0.04783064,2026-07-17T11:43:54.630000+00:00,13620298445,BOTH,1839.64,0.065,0,BUY,,ETH/USDT,303538852,False
0.04783038,2026-07-17T11:43:55.941000+00:00,13620298544,BOTH,1839.63,0.065,-0.00064999,SELL,,ETH/USDT,303538853,False
0.66086035,2026-07-17T11:49:21.127000+00:00,22305428148,BOTH,63300.80,0.0261,0,BUY,,BTC/USDT,518313797,False
0.33260167,2026-07-18T06:17:13.120000+00:00,13709680424,BOTH,1843.69,0.451,0,SELL,,ETH/USDT,303891686,False
0.67682206,2026-07-20T04:00:53.151000+00:00,22865717392,BOTH,64829.70,0.0261,39.90429000,SELL,,BTC/USDT,519319772,False
0.33893732,2026-07-20T04:00:54.103000+00:00,13923456578,BOTH,1878.81,0.451,-15.83912000,BUY,,ETH/USDT,304695574,False
0.04668127,2026-07-20T04:01:09.809000+00:00,22865760595,BOTH,64835.10,0.0018,0,BUY,,BTC/USDT,519319776,False
0.04667738,2026-07-20T04:01:11.107000+00:00,22865763853,BOTH,64829.70,0.0018,-0.00971999,SELL,,BTC/USDT,519319777,False
0.04734601,2026-07-20T04:01:13.702000+00:00,13923482466,BOTH,1878.81,0.063,0,BUY,,ETH/USDT,304695576,False
0.04733568,2026-07-20T04:01:15.012000+00:00,13923485330,BOTH,1878.40,0.063,-0.02582999,SELL,,ETH/USDT,304695577,False
0.02593316,2026-07-20T04:35:29.768000+00:00,22872515371,BOTH,64832.90,0.0010,0,BUY,,BTC/USDT,519321200,False
0.02074675,2026-07-20T04:35:29.768000+00:00,22872515371,BOTH,64833.60,0.0008,0,BUY,,BTC/USDT,519321201,False
0.02073587,2026-07-20T04:35:30.614000+00:00,22872517295,BOTH,64799.60,0.0008,-0.02688888,SELL,,BTC/USDT,519321202,False
0.02591984,2026-07-20T04:35:30.614000+00:00,22872517295,BOTH,64799.60,0.0010,-0.03361111,SELL,,BTC/USDT,519321203,False
0.04800486,2026-07-20T04:35:33.127000+00:00,13926838841,BOTH,1875.19,0.064,0,BUY,,ETH/USDT,304696469,False
0.04799718,2026-07-20T04:35:33.966000+00:00,13926840183,BOTH,1874.89,0.064,-0.01920000,SELL,,ETH/USDT,304696470,False
0.04706503,2026-07-21T03:03:03.217000+00:00,23075199877,BOTH,65368.10,0.0018,0,BUY,,BTC/USDT,519670115,False
0.04705977,2026-07-21T03:03:04.650000+00:00,23075199931,BOTH,65360.80,0.0018,-0.01313999,SELL,,BTC/USDT,519670122,False
0.04762170,2026-07-21T03:03:07.260000+00:00,14034229690,BOTH,1920.23,0.062,0,BUY,,ETH/USDT,305126816,False
0.04758599,2026-07-21T03:03:08.560000+00:00,14034232017,BOTH,1918.79,0.062,-0.08928000,SELL,,ETH/USDT,305126833,False
0.66481452,2026-07-21T03:18:17.861000+00:00,23077333237,BOTH,65434.50,0.0254,0,BUY,,BTC/USDT,519674697,False
0.67276573,2026-07-21T08:51:31.460000+00:00,23123658420,BOTH,66217.10,0.0254,19.87804000,SELL,,BTC/USDT,519763758,False
0.04769244,2026-07-21T08:51:45.892000+00:00,23123682402,BOTH,66239.50,0.0018,0,BUY,,BTC/USDT,519763797,False
0.04767631,2026-07-21T08:51:46.797000+00:00,23123685176,BOTH,66217.10,0.0018,-0.04031999,SELL,,BTC/USDT,519763798,False
0.04733600,2026-07-21T08:51:48.613000+00:00,14060301637,BOTH,1940,0.061,0,BUY,,ETH/USDT,305250676,False
0.04732062,2026-07-21T08:51:49.489000+00:00,14060302492,BOTH,1939.37,0.061,-0.03842999,SELL,,ETH/USDT,305250680,False
0.03450725,2026-07-21T12:14:03.040000+00:00,23151094785,BOTH,66360.10,0.0013,0,SELL,,BTC/USDT,519817709,False
5.71273500,2026-07-21T12:14:03.040000+00:00,23151094785,BOTH,66350,0.4305,0,SELL,,BTC/USDT,519817712,False
5.72998400,2026-07-21T12:20:18.423000+00:00,14075620397,BOTH,1940,14.768,0,SELL,,ETH/USDT,305321060,False
11.46339185,2026-07-22T02:42:03.653000+00:00,23266790082,BOTH,66369.80,0.4318,-8.53651000,BUY,,BTC/USDT,520064843,False
11.39374828,2026-07-22T02:42:04.503000+00:00,14139304522,BOTH,1928.79,14.768,165.54928000,BUY,,ETH/USDT,305601956,False
5.88798720,2026-07-22T15:19:55.360000+00:00,14195534216,BOTH,1944,15.144,0,SELL,,ETH/USDT,305846309,False
11.71291478,2026-07-23T01:29:28.611000+00:00,14240828026,BOTH,1933.59,15.144,157.64904000,BUY,,ETH/USDT,306044312,False
0.02077120,2026-07-23T14:50:33.074000+00:00,23562000950,BOTH,64910,0.0016,0,BUY,,BTC/USDT,520617175,False
0.01298200,2026-07-23T14:50:34.234000+00:00,23562000950,BOTH,64910,0.0010,0,BUY,,BTC/USDT,520617176,False
0.01038560,2026-07-23T14:50:34.514000+00:00,23562000950,BOTH,64910,0.0008,0,BUY,,BTC/USDT,520617179,False
0.01298200,2026-07-23T14:50:34.517000+00:00,23562000950,BOTH,64910,0.0010,0,BUY,,BTC/USDT,520617180,False
0.01428020,2026-07-23T14:50:34.541000+00:00,23562000950,BOTH,64910,0.0011,0,BUY,,BTC/USDT,520617181,False
0.98663200,2026-07-23T14:50:34.592000+00:00,23562000950,BOTH,64910,0.0760,0,BUY,,BTC/USDT,520617182,False
0.01038560,2026-07-23T14:50:34.605000+00:00,23562000950,BOTH,64910,0.0008,0,BUY,,BTC/USDT,520617183,False
1.04375280,2026-07-23T14:50:35.936000+00:00,23562000950,BOTH,64910,0.0804,0,BUY,,BTC/USDT,520617184,False
1.49163180,2026-07-23T14:50:36.298000+00:00,23562000950,BOTH,64910,0.1149,0,BUY,,BTC/USDT,520617185,False
0.01687659,2026-07-23T14:50:36.469000+00:00,23562000950,BOTH,64910,0.0013,0,BUY,,BTC/USDT,520617186,False
0.01557840,2026-07-23T14:50:36.641000+00:00,23562000950,BOTH,64910,0.0012,0,BUY,,BTC/USDT,520617187,False
0.01687659,2026-07-23T14:50:37.046000+00:00,23562000950,BOTH,64910,0.0013,0,BUY,,BTC/USDT,520617188,False
1.59678600,2026-07-23T14:50:37.633000+00:00,23562000950,BOTH,64910,0.1230,0,BUY,,BTC/USDT,520617189,False
4.44308640,2026-07-23T14:51:27.918000+00:00,14299938252,BOTH,1896,11.717,0,BUY,,ETH/USDT,306288059,False
3.53628000,2026-07-23T18:01:49.525000+00:00,14313907130,BOTH,1881,9.400,0,BUY,,ETH/USDT,306357680,False
1.19082042,2026-07-24T13:53:22.722000+00:00,23752106369,BOTH,64859.50,0.0459,-2.31795000,SELL,,BTC/USDT,520971324,False
1.08169633,2026-07-24T13:53:22.722000+00:00,23752106369,BOTH,64849.90,0.0417,-2.50617000,SELL,,BTC/USDT,520971325,False
0.12968420,2026-07-24T13:53:22.722000+00:00,23752106369,BOTH,64842.10,0.0050,-0.33950000,SELL,,BTC/USDT,520971326,False
0.99335339,2026-07-24T13:53:22.722000+00:00,23752106369,BOTH,64840.30,0.0383,-2.66951000,SELL,,BTC/USDT,520971327,False
7.09277396,2026-07-24T13:53:22.722000+00:00,23752106369,BOTH,64833.40,0.2735,-20.95010000,SELL,,BTC/USDT,520971328,False
0.06024488,2026-07-25T02:49:00.213000+00:00,14462635243,BOTH,1859.41,0.081,-2.42294613,SELL,,ETH/USDT,306946246,False
0.60191114,2026-07-25T03:01:34.439000+00:00,23866504540,BOTH,64033.10,0.0235,0,SELL,,BTC/USDT,521163745,False
0.06018040,2026-07-25T03:01:39.486000+00:00,14463572049,BOTH,1857.42,0.081,-2.58413613,SELL,,ETH/USDT,306949373,False
0.06019984,2026-07-25T03:49:57.369000+00:00,14467240615,BOTH,1858.02,0.081,-2.53553613,SELL,,ETH/USDT,306964069,False
0.06021507,2026-07-25T06:16:55.989000+00:00,14478610103,BOTH,1858.49,0.081,-2.49746613,SELL,,ETH/USDT,307002851,False
0.00817251,2026-07-25T10:19:55.506000+00:00,14497189588,BOTH,1857.39,0.011,-0.35126206,SELL,,ETH/USDT,307063922,False
0.05200300,2026-07-25T10:19:55.506000+00:00,14497189588,BOTH,1857.25,0.070,-2.24510406,SELL,,ETH/USDT,307063923,False
0.06023095,2026-07-25T11:33:12.985000+00:00,14502690728,BOTH,1858.98,0.081,-2.45777613,SELL,,ETH/USDT,307077620,False
0.06387392,2026-07-25T12:02:22.846000+00:00,14504909171,BOTH,1856.80,0.086,-2.79697070,SELL,,ETH/USDT,307082615,False
0.06389628,2026-07-25T12:19:26.761000+00:00,14506204738,BOTH,1857.45,0.086,-2.74107070,SELL,,ETH/USDT,307085433,False
0.01202534,2026-07-26T06:34:05.376000+00:00,14587576615,BOTH,1878.96,0.016,0,BUY,,ETH/USDT,307380304,False
0.00977059,2026-07-26T06:34:05.376000+00:00,14587576615,BOTH,1878.96,0.013,0,BUY,,ETH/USDT,307380305,False
0.01352851,2026-07-26T06:34:05.376000+00:00,14587576615,BOTH,1878.96,0.018,0,BUY,,ETH/USDT,307380306,False
0.01428009,2026-07-26T06:34:05.376000+00:00,14587576615,BOTH,1878.96,0.019,0,BUY,,ETH/USDT,307380307,False
0.01352851,2026-07-26T06:34:05.376000+00:00,14587576615,BOTH,1878.96,0.018,0,BUY,,ETH/USDT,307380308,False
0.00225475,2026-07-26T06:34:05.376000+00:00,14587576615,BOTH,1878.96,0.003,0,BUY,,ETH/USDT,307380309,False
0.00530306,2026-07-26T14:09:25.230000+00:00,14621553958,BOTH,1893.95,0.014,0.06539351,SELL,,ETH/USDT,307492625,False
0.00643943,2026-07-26T14:09:25.292000+00:00,14621553958,BOTH,1893.95,0.017,0.07940641,SELL,,ETH/USDT,307492626,False
0.00568185,2026-07-26T14:09:25.328000+00:00,14621553958,BOTH,1893.95,0.015,0.07006448,SELL,,ETH/USDT,307492627,False
0.00568185,2026-07-26T14:09:27.017000+00:00,14621553958,BOTH,1893.95,0.015,0.07006448,SELL,,ETH/USDT,307492628,False
0.00681822,2026-07-26T14:09:27.018000+00:00,14621553958,BOTH,1893.95,0.018,0.08407737,SELL,,ETH/USDT,307492629,False
0.00416669,2026-07-26T14:09:27.273000+00:00,14621553958,BOTH,1893.95,0.011,0.05138062,SELL,,ETH/USDT,307492630,False
0.00454548,2026-07-26T14:09:27.773000+00:00,14621553958,BOTH,1893.95,0.012,0.05605158,SELL,,ETH/USDT,307492631,False
0.00606064,2026-07-26T14:09:29.009000+00:00,14621553958,BOTH,1893.95,0.016,0.07473544,SELL,,ETH/USDT,307492632,False
0.00643943,2026-07-26T14:09:29.177000+00:00,14621553958,BOTH,1893.95,0.017,0.07940641,SELL,,ETH/USDT,307492633,False
0.00416669,2026-07-26T14:09:29.178000+00:00,14621553958,BOTH,1893.95,0.011,0.05138062,SELL,,ETH/USDT,307492634,False
0.00568185,2026-07-26T14:09:29.317000+00:00,14621553958,BOTH,1893.95,0.015,0.07006448,SELL,,ETH/USDT,307492635,False
0.00416669,2026-07-26T14:09:30.677000+00:00,14621553958,BOTH,1893.95,0.011,0.05138062,SELL,,ETH/USDT,307492636,False
0.00643943,2026-07-26T14:09:30.777000+00:00,14621553958,BOTH,1893.95,0.017,0.07940641,SELL,,ETH/USDT,307492637,False
0.00606064,2026-07-26T14:09:30.842000+00:00,14621553958,BOTH,1893.95,0.016,0.07473544,SELL,,ETH/USDT,307492638,False
4.06176517,2026-07-26T14:09:31.081000+00:00,14621553958,BOTH,1893.95,10.723,50.08676359,SELL,,ETH/USDT,307492639,False
0.00492426,2026-07-26T14:09:31.697000+00:00,14621553958,BOTH,1893.95,0.013,0.06072255,SELL,,ETH/USDT,307492640,False
0.00492426,2026-07-26T14:09:32.165000+00:00,14621553958,BOTH,1893.95,0.013,0.06072255,SELL,,ETH/USDT,307492641,False
0.00416669,2026-07-26T14:09:32.423000+00:00,14621553958,BOTH,1893.95,0.011,0.05138062,SELL,,ETH/USDT,307492642,False
0.00568185,2026-07-26T14:09:32.958000+00:00,14621553958,BOTH,1893.95,0.015,0.07006448,SELL,,ETH/USDT,307492643,False
0.00606064,2026-07-26T14:09:34.118000+00:00,14621553958,BOTH,1893.95,0.016,0.07473544,SELL,,ETH/USDT,307492644,False
0.00530306,2026-07-26T14:09:34.297000+00:00,14621553958,BOTH,1893.95,0.014,0.06539351,SELL,,ETH/USDT,307492645,False
0.00606064,2026-07-26T14:09:34.379000+00:00,14621553958,BOTH,1893.95,0.016,0.07473544,SELL,,ETH/USDT,307492646,False
0.00757580,2026-07-26T14:09:34.384000+00:00,14621553958,BOTH,1893.95,0.020,0.09341931,SELL,,ETH/USDT,307492647,False
0.00492426,2026-07-26T14:09:36.045000+00:00,14621553958,BOTH,1893.95,0.013,0.06072255,SELL,,ETH/USDT,307492648,False
0.00643943,2026-07-26T14:09:36.142000+00:00,14621553958,BOTH,1893.95,0.017,0.07940641,SELL,,ETH/USDT,307492649,False
0.00492426,2026-07-26T14:09:36.333000+00:00,14621553958,BOTH,1893.95,0.013,0.06072255,SELL,,ETH/USDT,307492650,False
0.00757580,2026-07-26T14:09:36.585000+00:00,14621553958,BOTH,1893.95,0.020,0.09341931,SELL,,ETH/USDT,307492651,False
0.00757580,2026-07-26T14:09:37.608000+00:00,14621553958,BOTH,1893.95,0.020,0.09341931,SELL,,ETH/USDT,307492653,False
0.00719701,2026-07-26T14:09:37.886000+00:00,14621553958,BOTH,1893.95,0.019,0.08874834,SELL,,ETH/USDT,307492654,False
0.00719701,2026-07-26T14:09:37.949000+00:00,14621553958,BOTH,1893.95,0.019,0.08874834,SELL,,ETH/USDT,307492655,False
0.00757580,2026-07-26T14:09:38.309000+00:00,14621553958,BOTH,1893.95,0.020,0.09341931,SELL,,ETH/USDT,307492656,False
0.00681822,2026-07-26T14:09:39.373000+00:00,14621553958,BOTH,1893.95,0.018,0.08407737,SELL,,ETH/USDT,307492657,False
0.00757580,2026-07-26T14:09:39.465000+00:00,14621553958,BOTH,1893.95,0.020,0.09341931,SELL,,ETH/USDT,307492658,False
0.00416669,2026-07-26T14:09:39.569000+00:00,14621553958,BOTH,1893.95,0.011,0.05138062,SELL,,ETH/USDT,307492659,False
0.00757580,2026-07-26T14:09:39.749000+00:00,14621553958,BOTH,1893.95,0.020,0.09341931,SELL,,ETH/USDT,307492660,False
0.00681822,2026-07-26T14:09:40.525000+00:00,14621553958,BOTH,1893.95,0.018,0.08407737,SELL,,ETH/USDT,307492661,False
0.00530306,2026-07-26T14:09:40.703000+00:00,14621553958,BOTH,1893.95,0.014,0.06539351,SELL,,ETH/USDT,307492662,False
0.00606064,2026-07-26T14:09:40.894000+00:00,14621553958,BOTH,1893.95,0.016,0.07473544,SELL,,ETH/USDT,307492663,False
0.00719701,2026-07-26T14:09:40.949000+00:00,14621553958,BOTH,1893.95,0.019,0.08874834,SELL,,ETH/USDT,307492664,False
0.00416669,2026-07-26T14:09:41.426000+00:00,14621553958,BOTH,1893.95,0.011,0.05138062,SELL,,ETH/USDT,307492665,False
0.19015258,2026-07-26T14:09:41.501000+00:00,14621553958,BOTH,1893.95,0.502,2.34482470,SELL,,ETH/USDT,307492666,False
0.00568185,2026-07-26T14:09:42.601000+00:00,14621553958,BOTH,1893.95,0.015,0.07006448,SELL,,ETH/USDT,307492668,False
0.00492426,2026-07-26T14:09:42.629000+00:00,14621553958,BOTH,1893.95,0.013,0.06072255,SELL,,ETH/USDT,307492669,False
3.03600185,2026-07-26T14:09:47.246000+00:00,14621553958,BOTH,1893.95,8.015,37.43778888,SELL,,ETH/USDT,307492680,False
0.19545564,2026-07-26T14:09:55.905000+00:00,14621553958,BOTH,1893.95,0.516,2.41021822,SELL,,ETH/USDT,307492700,False
0.05719729,2026-07-26T14:09:59.944000+00:00,14621553958,BOTH,1893.95,0.151,0.70531579,SELL,,ETH/USDT,307492711,False
0.61580998,2026-07-27T06:35:46.891000+00:00,24302636513,BOTH,65511.70,0.0235,-34.74710000,BUY,,BTC/USDT,521799991,False
4.39323280,2026-07-27T10:43:51.816000+00:00,14708554103,BOTH,1969,11.156,0,SELL,,ETH/USDT,307834806,False
0.07125627,2026-07-27T13:05:18.149000+00:00,14718593865,BOTH,1957.59,0.091,1.03831000,BUY,,ETH/USDT,307880403,False
0.68163730,2026-07-27T13:52:09.589000+00:00,14721824421,BOTH,1970.05,0.865,-0.90825000,BUY,,ETH/USDT,307897461,False
1.92576000,2026-07-28T00:07:09.243000+00:00,14764997180,BOTH,1888,5.100,413.10000000,BUY,,ETH/USDT,308089178,False
3.82618320,2026-07-28T02:10:14.779000+00:00,14774000974,BOTH,1875.58,5.100,476.44200000,BUY,,ETH/USDT,308127395,False
0.82110801,2026-07-28T10:30:59.386000+00:00,24538131412,BOTH,63357.10,0.0324,0,SELL,,BTC/USDT,522245905,False
0.09569280,2026-07-28T13:43:18.265000+00:00,14823519914,BOTH,1869,0.256,0,BUY,,ETH/USDT,308343023,False
0.04971540,2026-07-28T13:43:18.265000+00:00,14823519914,BOTH,1869,0.133,0,BUY,,ETH/USDT,308343024,False
3.57913500,2026-07-28T13:43:18.776000+00:00,14823519914,BOTH,1869,9.575,0,BUY,,ETH/USDT,308343026,False
0.83480155,2026-07-29T08:10:12.971000+00:00,24725757603,BOTH,64413.70,0.0324,-34.23384000,BUY,,BTC/USDT,522561263,False
7.64274670,2026-07-29T08:10:17.025000+00:00,14902161135,BOTH,1917.59,9.964,484.15076000,SELL,,ETH/USDT,308684497,False
0.12591985,2026-07-29T09:30:41.894000+00:00,14907989375,BOTH,1919.51,0.164,0,BUY,,ETH/USDT,308710423,False
0.12585360,2026-07-29T09:50:39.740000+00:00,14909451503,BOTH,1918.50,0.164,-0.16564000,SELL,,ETH/USDT,308716592,False
0.12576110,2026-07-30T02:00:48.240000+00:00,14979020372,BOTH,1917.09,0.164,0,BUY,,ETH/USDT,309044121,False
0.12575340,2026-07-30T03:00:14.242000+00:00,24887097073,BOTH,64159.90,0.0049,0,BUY,,BTC/USDT,522868809,False
0.12525336,2026-07-30T03:11:15.368000+00:00,14984144295,BOTH,1909.35,0.164,-1.26936000,SELL,,ETH/USDT,309068467,False
0.12550788,2026-07-30T03:30:45.142000+00:00,14985524359,BOTH,1913.23,0.164,0,BUY,,ETH/USDT,309076259,False
0.12502310,2026-07-30T04:18:10.614000+00:00,14988841518,BOTH,1905.84,0.164,-1.21196000,SELL,,ETH/USDT,309090909,False
0.12531260,2026-07-30T05:21:44.107000+00:00,24906752342,BOTH,63935,0.0049,-1.10201000,SELL,,BTC/USDT,522901371,False
0.12536042,2026-07-30T06:15:43.780000+00:00,24914352175,BOTH,63959.40,0.0049,0,SELL,,BTC/USDT,522915094,False
0.00380854,2026-07-30T06:30:45.940000+00:00,14998183258,BOTH,1904.27,0.005,0,SELL,,ETH/USDT,309137101,False
0.00990220,2026-07-30T06:30:45.940000+00:00,14998183258,BOTH,1904.27,0.013,0,SELL,,ETH/USDT,309137102,False
0.11197107,2026-07-30T06:30:45.940000+00:00,14998183258,BOTH,1904.27,0.147,0,SELL,,ETH/USDT,309137103,False
0.12617022,2026-07-30T08:27:21.302000+00:00,15006608596,BOTH,1911.67,0.165,-1.22100000,BUY,,ETH/USDT,309176628,False
0.12581240,2026-07-30T08:28:06.708000+00:00,24933450773,BOTH,64190,0.0049,-1.12994000,BUY,,BTC/USDT,522947770,False
0.07985577,2026-07-30T09:30:53.836000+00:00,15011100032,BOTH,1919.61,0.104,0,BUY,,ETH/USDT,309196589,False
0.04607496,2026-07-30T09:30:53.836000+00:00,15011100032,BOTH,1919.79,0.060,0,BUY,,ETH/USDT,309196590,False
0.12656076,2026-07-30T13:46:56.002000+00:00,15015635115,BOTH,1929.28,0.164,1.57508000,SELL,,ETH/USDT,309278262,False
0.12595265,2026-07-30T18:00:29.761000+00:00,15062873963,BOTH,1920.01,0.164,0,BUY,,ETH/USDT,309361528,False
0.12657716,2026-07-30T22:28:20.703000+00:00,15123093092,BOTH,1929.53,0.164,1.56128000,SELL,,ETH/USDT,309442777,False
0.12596574,2026-07-30T22:30:35.951000+00:00,15123626952,BOTH,1931.99,0.163,0,BUY,,ETH/USDT,309443618,False
0.12460800,2026-07-30T22:45:23.779000+00:00,25173637952,BOTH,64900,0.0048,0,BUY,,BTC/USDT,523159882,False
0.12552564,2026-07-30T22:58:01.046000+00:00,15130098788,BOTH,1925.24,0.163,-1.10025000,SELL,,ETH/USDT,309451156,False
0.12569908,2026-07-30T23:15:29.239000+00:00,15134302603,BOTH,1927.90,0.163,0,BUY,,ETH/USDT,309456346,False
5.04299960,2026-07-30T23:34:46.373000+00:00,15138944200,BOTH,1931,13.058,0.50530000,SELL,,ETH/USDT,309462000,False
0.12524160,2026-07-31T01:12:22.243000+00:00,25240177998,BOTH,65230,0.0048,1.58400000,SELL,,BTC/USDT,523197052,False
0.00865260,2026-07-31T12:11:23.505000+00:00,15304875616,BOTH,1881,0.023,1.15000000,BUY,,ETH/USDT,309660186,False
2.41708500,2026-07-31T12:11:24.197000+00:00,15304875616,BOTH,1881,6.425,321.25000000,BUY,,ETH/USDT,309660187,False
0.78503600,2026-07-31T15:27:35.582000+00:00,15346841515,BOTH,1855,2.116,160.81600000,BUY,,ETH/USDT,309693866,False
0.02007679,2026-07-31T15:41:59.121000+00:00,25631813075,BOTH,62740,0.0008,0,BUY,,BTC/USDT,523375938,False
0.02004361,2026-07-31T15:42:00.924000+00:00,25631829915,BOTH,62636.30,0.0008,-0.08296000,SELL,,BTC/USDT,523375957,False
1.00874899,2026-08-01T18:20:42.103000+00:00,15346841515,BOTH,1855,2.719,206.64400000,BUY,,ETH/USDT,309855677,False
0.00074910,2026-08-02T02:46:24.994000+00:00,15891095498,BOTH,1872.77,0.002,0,SELL,,ETH/USDT,309934944,False
0.06854338,2026-08-02T02:46:24.998000+00:00,15891095498,BOTH,1872.77,0.183,0,SELL,,ETH/USDT,309934945,False
0.00636741,2026-08-02T02:46:25.008000+00:00,15891095498,BOTH,1872.77,0.017,0,SELL,,ETH/USDT,309934946,False
0.41088573,2026-08-02T02:48:28.152000+00:00,15891095498,BOTH,1872.77,1.097,0,SELL,,ETH/USDT,309935317,False
0.48765383,2026-08-02T03:17:11.269000+00:00,15899049875,BOTH,1874.15,1.301,0,SELL,,ETH/USDT,309940725,False
0.03794466,2026-08-02T09:15:51.790000+00:00,26961029013,BOTH,63241.10,0.0015,0,SELL,,BTC/USDT,523816732,False
0.03786444,2026-08-02T10:30:26.368000+00:00,27002895845,BOTH,63107.40,0.0015,0,SELL,,BTC/USDT,523837085,False
0.03786678,2026-08-02T11:30:46.789000+00:00,27037075680,BOTH,63111.30,0.0015,0,SELL,,BTC/USDT,523853316,False
0.02777742,2026-08-02T12:45:52.423000+00:00,27077538607,BOTH,63130.50,0.0011,0,SELL,,BTC/USDT,523872739,False
0.01009971,2026-08-02T12:45:52.423000+00:00,27077538607,BOTH,63123.20,0.0004,0,SELL,,BTC/USDT,523872740,False
0.03784302,2026-08-03T00:00:45.287000+00:00,27495226458,BOTH,63071.70,0.0015,0,SELL,,BTC/USDT,523893244,False
0.03792810,2026-08-03T01:45:47.072000+00:00,27561702569,BOTH,63213.50,0.0015,-0.12223400,BUY,,BTC/USDT,523899557,False
0.03534277,2026-08-03T03:00:43.095000+00:00,27604000240,BOTH,63112.10,0.0014,0.02787493,BUY,,BTC/USDT,523915868,False
0.01887279,2026-08-03T03:47:19.817000+00:00,26961054093,BOTH,62909.30,0.0015,0.33406600,BUY,,BTC/USDT,523926007,False
0.03776328,2026-08-03T04:45:47.084000+00:00,27664839038,BOTH,62938.80,0.0015,0,SELL,,BTC/USDT,523938440,False
0.01883910,2026-08-03T05:05:20.520000+00:00,27077555720,BOTH,62797,0.0015,0.40801078,BUY,,BTC/USDT,523943313,False
0.01883396,2026-08-03T05:35:00.252000+00:00,27037089122,BOTH,62779.90,0.0015,0.43366078,BUY,,BTC/USDT,523949839,False
0.01878249,2026-08-03T07:52:40.147000+00:00,27664858113,BOTH,62608.30,0.0015,0.69106078,BUY,,BTC/USDT,523969611,False
0.00407396,2026-08-03T10:00:59.403000+00:00,16371285877,BOTH,1851.80,0.011,0,SELL,,ETH/USDT,310100950,False
0.01851800,2026-08-03T10:01:01.102000+00:00,16371285877,BOTH,1851.80,0.050,0,SELL,,ETH/USDT,310100951,False
0.01481440,2026-08-03T10:01:07.941000+00:00,16371285877,BOTH,1851.80,0.040,0,SELL,,ETH/USDT,310100959,False
0.05555400,2026-08-03T10:01:09.632000+00:00,16371285877,BOTH,1851.80,0.150,0,SELL,,ETH/USDT,310100962,False
0.00814792,2026-08-03T10:01:09.692000+00:00,16371285877,BOTH,1851.80,0.022,0,SELL,,ETH/USDT,310100963,False
0.00518504,2026-08-03T10:01:10.153000+00:00,16371285877,BOTH,1851.80,0.014,0,SELL,,ETH/USDT,310100964,False
0.00555540,2026-08-03T10:01:10.231000+00:00,16371285877,BOTH,1851.80,0.015,0,SELL,,ETH/USDT,310100965,False
0.00999972,2026-08-03T10:01:10.268000+00:00,16371285877,BOTH,1851.80,0.027,0,SELL,,ETH/USDT,310100966,False
0.00592576,2026-08-03T10:01:10.454000+00:00,16371285877,BOTH,1851.80,0.016,0,SELL,,ETH/USDT,310100967,False
0.00740720,2026-08-03T10:01:10.597000+00:00,16371285877,BOTH,1851.80,0.020,0,SELL,,ETH/USDT,310100968,False
0.00777756,2026-08-03T10:01:11.276000+00:00,16371285877,BOTH,1851.80,0.021,0,SELL,,ETH/USDT,310100970,False
0.33665724,2026-08-03T10:01:11.415000+00:00,16371285877,BOTH,1851.80,0.909,0,SELL,,ETH/USDT,310100971,False
0.00250580,2026-08-03T10:50:01.447000+00:00,27777765958,BOTH,62645.10,0.0001,0.04239071,BUY,,BTC/USDT,524014524,False
0.48219151,2026-08-03T11:22:59.670000+00:00,16371500808,BOTH,1844.65,1.307,0,SELL,,ETH/USDT,310111208,False
0.13421100,2026-08-04T04:46:01.583000+00:00,27924689961,BOTH,63910,0.0105,0,SELL,,BTC/USDT,524290010,False
0.02042073,2026-08-04T06:08:57.662000+00:00,27941708499,BOTH,63814.80,0.0008,0,SELL,,BTC/USDT,524311879,False
