stage,file,line,gate_name,input,condition,accept_output,reject_output,reason_code,logged,tested
decision,services/strategy_library/technical/indicators.py,224,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/indicators.py,238,min_,ast_node,"candle_low > prior_high and (candle_low - prior_high) / max(reference_close, 1.0) >= min_gap_pct",fallthrough,branch,unknown,unknown,yes
decision,services/strategy_library/technical/indicators.py,240,min_,ast_node,"candle_high < prior_low and (prior_low - candle_high) / max(reference_close, 1.0) >= min_gap_pct",fallthrough,branch,unknown,unknown,yes
decision,services/strategy_library/technical/indicators.py,252,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
decision,services/strategy_library/technical/indicators.py,267,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
decision,services/strategy_library/technical/indicators.py,270,reject,ast_node,"TradeSignal( symbol=symbol, side=TradeSide.SHORT, source=""technical_fvg"", signal_time=signal_time, reason=""fvg_bearish_gap_fill_rejection"", confidence=min(0.4 + fill_ratio * 0.3, 0.95), )",fallthrough,"TradeSignal( symbol=symbol, side=TradeSide.SHORT, source=""technical_fvg"", signal_time=signal_time, reason=""fvg_bearish_gap_fill_rejection"", confidence=min(0.4 + fill_ratio * 0.3, 0.95), )",unknown,unknown,yes
decision,services/strategy_library/technical/indicators.py,278,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/indicators.py,296,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/indicators.py,302,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/indicators.py,308,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/indicators.py,313,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/macd.py,25,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/macd.py,66,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/pandas_ta_adapter.py,51,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/pandas_ta_adapter.py,55,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/pandas_ta_adapter.py,81,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/pandas_ta_adapter.py,92,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/pandas_ta_adapter.py,96,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/pandas_ta_adapter.py,117,reject,ast_node,"TradeSignal( symbol=symbol, side=TradeSide.SHORT, source=""technical_pandas_ta_stoch_rsi"", signal_time=_signal_time(frame), reason=""stoch_rsi_overbought_rejection"", confidence=confidence, )",fallthrough,"TradeSignal( symbol=symbol, side=TradeSide.SHORT, source=""technical_pandas_ta_stoch_rsi"", signal_time=_signal_time(frame), reason=""stoch_rsi_overbought_rejection"", confidence=confidence, )",unknown,unknown,yes
decision,services/strategy_library/technical/pandas_ta_adapter.py,126,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/pandas_ta_adapter.py,135,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/pandas_ta_adapter.py,139,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/pandas_ta_adapter.py,170,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/pandas_ta_adapter.py,182,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/pandas_ta_adapter.py,189,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/pandas_ta_adapter.py,220,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/pandas_ta_adapter.py,230,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/pandas_ta_adapter.py,234,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/pandas_ta_adapter.py,253,reject,ast_node,"TradeSignal( symbol=symbol, side=TradeSide.SHORT, source=""technical_pandas_ta_cmo"", signal_time=_signal_time(frame), reason=""cmo_overbought_rejection"", confidence=min(0.35 + abs(previous_cmo - 50) / 50 * 0.3, 0.85), )",fallthrough,"TradeSignal( symbol=symbol, side=TradeSide.SHORT, source=""technical_pandas_ta_cmo"", signal_time=_signal_time(frame), reason=""cmo_overbought_rejection"", confidence=min(0.35 + abs(previous_cmo - 50) / 50 * 0.3, 0.85), )",unknown,unknown,yes
decision,services/strategy_library/technical/pandas_ta_adapter.py,262,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/pandas_ta_adapter.py,274,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/pandas_ta_adapter.py,280,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/pandas_ta_adapter.py,306,reject,ast_node,"TradeSignal( symbol=symbol, side=TradeSide.SHORT, source=""technical_pandas_ta_keltner"", signal_time=_signal_time(frame), reason=""keltner_upper_band_rejection"", confidence=min(0.4 + abs(previous_close - previous_upper) / max(latest_close, 1.0) * 30, 0.85), )",fallthrough,"TradeSignal( symbol=symbol, side=TradeSide.SHORT, source=""technical_pandas_ta_keltner"", signal_time=_signal_time(frame), reason=""keltner_upper_band_rejection"", confidence=min(0.4 + abs(previous_close - previous_upper) / max(latest_close, 1.0) * 30, 0.85), )",unknown,unknown,yes
decision,services/strategy_library/technical/pandas_ta_adapter.py,315,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/pandas_ta_adapter.py,325,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/pandas_ta_adapter.py,329,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/pandas_ta_adapter.py,363,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/pandas_ta_adapter.py,373,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/pandas_ta_adapter.py,377,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/pandas_ta_adapter.py,396,reject,ast_node,"TradeSignal( symbol=symbol, side=TradeSide.SHORT, source=""technical_pandas_ta_mfi"", signal_time=_signal_time(frame), reason=""mfi_overbought_rejection"", confidence=min(0.35 + (max(previous_mfi, latest_mfi) - 80) / 20 * 0.4, 0.9), )",fallthrough,"TradeSignal( symbol=symbol, side=TradeSide.SHORT, source=""technical_pandas_ta_mfi"", signal_time=_signal_time(frame), reason=""mfi_overbought_rejection"", confidence=min(0.35 + (max(previous_mfi, latest_mfi) - 80) / 20 * 0.4, 0.9), )",unknown,unknown,yes
decision,services/strategy_library/technical/pandas_ta_adapter.py,405,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/pandas_ta_adapter.py,415,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/pandas_ta_adapter.py,419,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/pandas_ta_adapter.py,450,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/pandas_ta_adapter.py,459,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/pandas_ta_adapter.py,472,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/pandas_ta_adapter.py,481,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/pandas_ta_adapter.py,490,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/pandas_ta_adapter.py,499,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/pandas_ta_adapter.py,508,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/pandas_ta_adapter.py,517,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/pandas_ta_adapter.py,526,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/pandas_ta_adapter.py,535,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/pandas_ta_adapter.py,544,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/pandas_ta_adapter.py,637,min_,ast_node,"len(frame) < config[""min_periods""]",fallthrough,branch,unknown,unknown,yes
decision,services/strategy_library/technical/pandas_ta_adapter.py,638,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/pandas_ta_adapter.py,643,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/price_action.py,14,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/price_action.py,28,return,ast_node,None,fallthrough,None,unknown,yes,yes
decision,services/strategy_library/technical/price_action.py,41,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/price_action.py,51,reject,ast_node,"_signal( frame=frame, symbol=symbol, direction=TradeSide.LONG, reason=""bullish_pin_bar_rejection"", source=""price_action_pin_bar"", )",fallthrough,"_signal( frame=frame, symbol=symbol, direction=TradeSide.LONG, reason=""bullish_pin_bar_rejection"", source=""price_action_pin_bar"", )",unknown,unknown,yes
decision,services/strategy_library/technical/price_action.py,59,reject,ast_node,"_signal( frame=frame, symbol=symbol, direction=TradeSide.SHORT, reason=""bearish_pin_bar_rejection"", source=""price_action_pin_bar"", )",fallthrough,"_signal( frame=frame, symbol=symbol, direction=TradeSide.SHORT, reason=""bearish_pin_bar_rejection"", source=""price_action_pin_bar"", )",unknown,unknown,yes
decision,services/strategy_library/technical/price_action.py,66,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/price_action.py,78,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/price_action.py,104,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/price_action.py,117,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/price_action.py,149,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/price_action.py,174,confidence,ast_node,confidence is None,fallthrough,branch,unknown,unknown,yes
decision,services/strategy_library/technical/volatility_regime.py,12,return,ast_node,None,fallthrough,None,unknown,unknown,yes
decision,services/strategy_library/technical/volatility_regime.py,27,return,ast_node,None,fallthrough,None,unknown,unknown,yes
ensemble,services/strategy_library/ensemble/service.py,43,confidence,signals,confidence below threshold,ensemble,discarded_low_confidence,discarded_low_confidence,yes,yes
ensemble,services/strategy_library/ensemble/service.py,129,discard,ast_node,"SignalEnsemble( ensemble_id=str(uuid.uuid4()), strategy_refs=[signal.strategy_id for signal in request.signals], fusion_method=request.fusion_method, raw_votes=[], ensemble_status=EnsembleStatus.DISCARDED_LOW_CONFIDENCE, correlation_matrix_ref=f""{correlation_prefix}:{audit}"", created_at=datetime.now(UTC), )",fallthrough,"SignalEnsemble( ensemble_id=str(uuid.uuid4()), strategy_refs=[signal.strategy_id for signal in request.signals], fusion_method=request.fusion_method, raw_votes=[], ensemble_status=EnsembleStatus.DISCARDED_LOW_CONFIDENCE, correlation_matrix_ref=f""{correlation_prefix}:{audit}"", created_at=datetime.now(UTC), )",unknown,unknown,yes
ensemble,services/strategy_library/ensemble/service.py,198,position,ast_node,"MetaLabel( meta_label_id=str(uuid.uuid4()), ensemble_id=request.ensemble_id, triple_barrier_result=outcome, bet_decision=BetDecision.BET_TAKEN if bet_taken else BetDecision.BET_SKIPPED, position_size_fraction=position_size, model_ref=model_ref, training_window_ref=self._training_ref(request), )",fallthrough,"MetaLabel( meta_label_id=str(uuid.uuid4()), ensemble_id=request.ensemble_id, triple_barrier_result=outcome, bet_decision=BetDecision.BET_TAKEN if bet_taken else BetDecision.BET_SKIPPED, position_size_fraction=position_size, model_ref=model_ref, training_window_ref=self._training_ref(request), )",unknown,unknown,yes
ensemble,services/strategy_library/ensemble/service.py,218,min_,ast_node,len(left.series) < min_history or len(right.series) < min_history,fallthrough,branch,unknown,unknown,yes
ensemble,services/strategy_library/ensemble/service.py,219,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
ensemble,services/strategy_library/ensemble/service.py,222,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
ensemble,services/strategy_library/ensemble/service.py,268,return,ast_node,None,fallthrough,None,unknown,unknown,yes
ensemble,services/strategy_library/ensemble/service.py,272,min_,ast_node,len(direction_signals) < min_direction_sources,fallthrough,branch,unknown,unknown,yes
ensemble,services/strategy_library/ensemble/service.py,273,return,ast_node,None,fallthrough,None,unknown,unknown,yes
ensemble,services/strategy_library/ensemble/service.py,288,return,ast_node,None,fallthrough,None,unknown,unknown,yes
ensemble,services/strategy_library/ensemble/service.py,299,return,ast_node,None,fallthrough,None,unknown,unknown,yes
ensemble,services/strategy_library/ensemble/service.py,312,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
ensemble,services/strategy_library/ensemble/service.py,316,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
ensemble,services/strategy_library/ensemble/weighted.py,90,min_,ast_node,total_weight < self.min_total_weight,fallthrough,branch,unknown,unknown,yes
ensemble,services/strategy_library/ensemble/weighted.py,144,return,ast_node,None,fallthrough,None,unknown,unknown,yes
ensemble,services/strategy_library/ensemble/weighted.py,152,return,ast_node,None,fallthrough,None,unknown,unknown,yes
execution,services/execution/account_equity.py,20,return,ast_node,None,fallthrough,None,unknown,unknown,yes
execution,services/execution/account_equity.py,41,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
execution,services/execution/account_equity.py,42,pass,ast_node,pass,fallthrough,no_action,unknown,unknown,yes
execution,services/execution/account_equity.py,81,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
execution,services/execution/account_equity.py,82,pass,ast_node,pass,fallthrough,no_action,unknown,unknown,yes
execution,services/execution/binance_user_stream.py,29,return,ast_node,False,fallthrough,False,unknown,unknown,yes
execution,services/execution/binance_user_stream.py,32,return,ast_node,False,fallthrough,False,unknown,unknown,yes
execution,services/execution/binance_user_stream.py,38,return,ast_node,False,fallthrough,False,unknown,unknown,yes
execution,services/execution/bootstrap.py,305,return,ast_node,False,fallthrough,False,unknown,unknown,yes
execution,services/execution/bootstrap.py,350,min_,ast_node,"not all( asset[""tradable_status""] == ""trading"" and asset[""precision""] and asset[""min_notional""] is not None for asset in assets )",fallthrough,branch,unknown,unknown,yes
execution,services/execution/bootstrap.py,360,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
execution,services/execution/bootstrap.py,434,paper,ast_node,"run.strategy_id == strategy.strategy_id and run.validation_methodology.get(""auto_paper_runtime_key"") == runtime_key",fallthrough,branch,unknown,unknown,yes
execution,services/execution/bootstrap.py,473,paper,ast_node,"paper_candidate.strategy_id == strategy.strategy_id and paper_candidate.execution_profile.get(""auto_paper_runtime_key"") == runtime_key",fallthrough,branch,unknown,unknown,yes
execution,services/execution/bootstrap.py,513,paper,ast_node,paper_run is None,fallthrough,branch,unknown,unknown,yes
execution,services/execution/bootstrap.py,534,testnet,ast_node,not force_paper_only or preserve_testnet_authorization,fallthrough,branch,unknown,unknown,yes
execution,services/execution/bootstrap.py,538,testnet,ast_node,preserve_testnet_authorization,fallthrough,branch,unknown,unknown,yes
execution,services/execution/bootstrap.py,542,testnet,ast_node,force_paper_only and not preserve_testnet_authorization,fallthrough,branch,unknown,unknown,yes
execution,services/execution/bootstrap.py,559,paper,ast_node,paper_run_id,fallthrough,branch,unknown,yes,yes
execution,services/execution/bootstrap.py,572,return,ast_node,None,fallthrough,None,unknown,yes,yes
execution,services/execution/bootstrap.py,593,return,ast_node,None,fallthrough,None,unknown,yes,yes
execution,services/execution/bootstrap.py,808,except,ast_node,Exception,fallthrough,exception_handler,unknown,yes,yes
execution,services/execution/bootstrap.py,825,paper,ast_node,"run.paper_status != ""running""",fallthrough,branch,unknown,unknown,yes
execution,services/execution/bootstrap.py,826,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
execution,services/execution/bootstrap.py,828,paper,ast_node,"runtime_key in {AUTO_PAPER_TECHNICAL_KEY, SIGNAL_OBSERVATION_RUNTIME_KEY}",fallthrough,branch,unknown,unknown,yes
execution,services/execution/bootstrap.py,829,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
execution,services/execution/bootstrap.py,855,except,ast_node,Exception,fallthrough,exception_handler,unknown,yes,yes
execution,services/execution/c_plus_adapter.py,74,reject,ast_node,"self._create_rejection( symbol=symbol, reason=""insufficient_ohlcv_data"", )",fallthrough,"self._create_rejection( symbol=symbol, reason=""insufficient_ohlcv_data"", )",unknown,yes,unknown
execution,services/execution/c_plus_adapter.py,86,except,ast_node,Exception,fallthrough,exception_handler,unknown,yes,unknown
execution,services/execution/c_plus_adapter.py,88,reject,ast_node,"self._create_rejection( symbol=symbol, reason=f""c_plus_execution_error: {e!s}"", )",fallthrough,"self._create_rejection( symbol=symbol, reason=f""c_plus_execution_error: {e!s}"", )",unknown,yes,unknown
execution,services/execution/c_plus_adapter.py,94,reject,ast_node,decision.rejection_reason,fallthrough,branch,unknown,yes,unknown
execution,services/execution/c_plus_adapter.py,95,reject,ast_node,"self._create_rejection( symbol=symbol, reason=decision.rejection_reason, decision_id=decision.decision_id, regime=decision.regime.value, )",fallthrough,"self._create_rejection( symbol=symbol, reason=decision.rejection_reason, decision_id=decision.decision_id, regime=decision.regime.value, )",unknown,yes,unknown
execution,services/execution/c_plus_adapter.py,103,reject,ast_node,"self._create_rejection( symbol=symbol, reason=""missing_entry_or_exit"", decision_id=decision.decision_id, regime=decision.regime.value, )",fallthrough,"self._create_rejection( symbol=symbol, reason=""missing_entry_or_exit"", decision_id=decision.decision_id, regime=decision.regime.value, )",unknown,yes,unknown
execution,services/execution/c_plus_adapter.py,115,reject,ast_node,"CPlusAdapterResult( direction=ensemble.final_side, reference_price=entry_setup.reference_price, entry_price=entry_setup.trigger_price or entry_setup.reference_price, stop_price=exit_plan.initial_stop, take_profit_price=exit_plan.target_1, order_type=entry_setup.entry_type, confidence=ensemble.confidence, rejection_reason=None, decision_id=decision.decision_id, regime=decision.regime.value, strategy_family=ensemble.selected_family.value if ensemble.selected_family else None, )",fallthrough,"CPlusAdapterResult( direction=ensemble.final_side, reference_price=entry_setup.reference_price, entry_price=entry_setup.trigger_price or entry_setup.reference_price, stop_price=exit_plan.initial_stop, take_profit_price=exit_plan.target_1, order_type=entry_setup.entry_type, confidence=ensemble.confidence, rejection_reason=None, decision_id=decision.decision_id, regime=decision.regime.value, strategy_family=ensemble.selected_family.value if ensemble.selected_family else None, )",unknown,unknown,unknown
execution,services/execution/c_plus_adapter.py,144,return,ast_node,None,fallthrough,None,unknown,unknown,unknown
execution,services/execution/c_plus_adapter.py,155,except,ast_node,Exception,fallthrough,exception_handler,unknown,yes,unknown
execution,services/execution/c_plus_adapter.py,157,return,ast_node,None,fallthrough,None,unknown,yes,unknown
execution,services/execution/c_plus_adapter.py,168,reject,ast_node,"CPlusAdapterResult( direction=None, reference_price=Decimal(""0""), entry_price=None, stop_price=Decimal(""0""), take_profit_price=None, order_type=OrderType.MARKET, confidence=0.0, rejection_reason=reason, decision_id=decision_id, regime=regime, strategy_family=None, )",fallthrough,"CPlusAdapterResult( direction=None, reference_price=Decimal(""0""), entry_price=None, stop_price=Decimal(""0""), take_profit_price=None, order_type=OrderType.MARKET, confidence=0.0, rejection_reason=reason, decision_id=decision_id, regime=regime, strategy_family=None, )",unknown,unknown,unknown
execution,services/execution/carry_execution.py,64,reject,ast_node,"CarryExecutionStatus( run_id=run_id, run_status=""rejected"", carry_state=""planned"", state_history=states, signal=signal, error_summary=""; "".join(signal.rejection_reasons) or ""funding signal did not pass carry admission"", )",fallthrough,"CarryExecutionStatus( run_id=run_id, run_status=""rejected"", carry_state=""planned"", state_history=states, signal=signal, error_summary=""; "".join(signal.rejection_reasons) or ""funding signal did not pass carry admission"", )",unknown,unknown,yes
execution,services/execution/carry_execution.py,74,position,ast_node,"any( ( spot_preflight.get(""open_orders""), spot_preflight.get(""open_positions""), perp_preflight.get(""open_orders""), perp_preflight.get(""open_positions""), ) )",fallthrough,branch,unknown,unknown,yes
execution,services/execution/carry_execution.py,108,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
execution,services/execution/carry_execution.py,160,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
execution,services/execution/carry_execution.py,173,position,ast_node,"any( ( spot_final.get(""open_orders""), spot_final.get(""open_positions""), perp_final.get(""open_orders""), perp_final.get(""open_positions""), ) )",fallthrough,branch,unknown,unknown,yes
execution,services/execution/demo_audit.py,63,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,unknown
execution,services/execution/demo_audit.py,104,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,unknown
execution,services/execution/demo_audit.py,137,return,ast_node,None,fallthrough,None,unknown,unknown,unknown
execution,services/execution/demo_audit.py,142,position,ast_node,latest is not None and latest.wallet_balance == float(account.wallet_balance) and latest.available_balance == float(account.available_balance) and latest.unrealized_pnl == float(account.unrealized_pnl or 0.0) and latest.open_position_count == int(account.open_position_count or 0) and latest.snapshot_time is not None and snapshot_time - latest.snapshot_time < timedelta(minutes=5),fallthrough,branch,unknown,unknown,unknown
execution,services/execution/demo_audit.py,172,position,ast_node,not account.positions and account.wallet_balance is None,fallthrough,branch,unknown,unknown,unknown
execution,services/execution/demo_audit.py,188,paper,ast_node,not run_id or run_id == context.paper_run_id,fallthrough,branch,unknown,unknown,unknown
execution,services/execution/demo_audit.py,189,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,unknown
execution,services/execution/demo_audit.py,221,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,unknown
execution,services/execution/demo_audit.py,250,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,unknown
execution,services/execution/demo_audit.py,253,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,unknown
execution,services/execution/demo_audit.py,256,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,unknown
execution,services/execution/demo_audit.py,329,paper,ast_node,paper_run is None,fallthrough,branch,unknown,unknown,unknown
execution,services/execution/gateway.py,48,min_,ast_node,not close_only and reference_price > 0 and quantity * reference_price < min_notional,fallthrough,branch,unknown,unknown,yes
execution,services/execution/gateway.py,62,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
execution,services/execution/gateway.py,63,pass,ast_node,pass,fallthrough,no_action,unknown,unknown,yes
execution,services/execution/gateway.py,64,min_,ast_node,not close_only and reference_price > 0 and quantity * reference_price < min_notional,fallthrough,branch,unknown,unknown,yes
execution,services/execution/gateway.py,94,return,ast_node,None,fallthrough,None,unknown,unknown,yes
execution,services/execution/gateway.py,102,return,ast_node,None,fallthrough,None,unknown,unknown,yes
execution,services/execution/gateway.py,112,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
execution,services/execution/gateway.py,124,max_,ast_node,max_distance > 0 and abs(price - reference_price) / reference_price > max_distance,fallthrough,branch,unknown,unknown,yes
execution,services/execution/gateway.py,181,testnet,ast_node,self.use_testnet,fallthrough,branch,unknown,unknown,yes
execution,services/execution/gateway.py,187,return,ast_node,None,fallthrough,None,unknown,unknown,yes
execution,services/execution/gateway.py,190,return,ast_node,None,fallthrough,None,unknown,unknown,yes
execution,services/execution/gateway.py,193,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
execution,services/execution/gateway.py,196,enabled,ast_node,"isinstance(info, dict) and _is_withdrawal_enabled(info.get(""canWithdraw""))",fallthrough,branch,unknown,unknown,yes
execution,services/execution/gateway.py,332,return,ast_node,None,fallthrough,None,unknown,unknown,yes
execution,services/execution/gateway.py,333,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
execution,services/execution/gateway.py,334,pass,ast_node,pass,fallthrough,no_action,unknown,unknown,yes
execution,services/execution/gateway.py,340,market_rules_snapshot,TradeIntent,snapshot is None,normalized order,ValueError,market_rules_snapshot_required,no,yes
execution,services/execution/gateway.py,417,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
execution,services/execution/gateway.py,452,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
execution,services/execution/gateway.py,458,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
execution,services/execution/gateway.py,506,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
execution,services/execution/gateway.py,509,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
execution,services/execution/gateway.py,510,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
execution,services/execution/gateway.py,514,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
execution,services/execution/gateway.py,554,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
execution,services/execution/gateway.py,718,testnet,ast_node,"mode == ""testnet""",fallthrough,branch,unknown,unknown,yes
execution,services/execution/gateway.py,730,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
execution,services/execution/gateway.py,750,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
execution,services/execution/gateway.py,811,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
execution,services/execution/gateway.py,818,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
execution,services/execution/gateway.py,819,return,ast_node,False,fallthrough,False,unknown,unknown,yes
execution,services/execution/gateway.py,857,return,ast_node,None,fallthrough,None,unknown,unknown,yes
execution,services/execution/gateway.py,882,testnet,ast_node,"backend in {""testnet"", ""testnet-fallback""}",fallthrough,branch,unknown,unknown,yes
execution,services/execution/gateway.py,901,testnet,ast_node,"api_backend in {""testnet"", ""testnet-fallback""}",fallthrough,branch,unknown,yes,yes
execution,services/execution/gateway.py,925,position,ast_node,first.connected and (first.positions or first.open_position_count > 0 or first.error),fallthrough,branch,unknown,unknown,yes
execution,services/execution/gateway.py,949,testnet,ast_node,not settings.binance_use_testnet,fallthrough,branch,unknown,unknown,yes
execution,services/execution/gateway.py,970,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
execution,services/execution/gateway.py,999,position,ast_node,positions and snapshot.open_position_count != len(positions),fallthrough,branch,unknown,unknown,yes
execution,services/execution/gateway.py,1002,position,ast_node,positions,fallthrough,branch,unknown,unknown,yes
execution,services/execution/gateway.py,1004,testnet,ast_node,"""testnet.binancefuture.com"" in web_ui_url",fallthrough,branch,unknown,unknown,yes
execution,services/execution/gateway.py,1053,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
execution,services/execution/gateway.py,1054,pass,ast_node,pass,fallthrough,no_action,unknown,unknown,yes
execution,services/execution/gateway.py,1073,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
execution,services/execution/gateway.py,1074,pass,ast_node,pass,fallthrough,no_action,unknown,unknown,yes
execution,services/execution/gateway.py,1094,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
execution,services/execution/kill_switch.py,51,enabled,ast_node,not self.enabled,fallthrough,branch,unknown,unknown,unknown
execution,services/execution/kill_switch.py,52,return,ast_node,False,fallthrough,False,unknown,unknown,unknown
execution,services/execution/kill_switch.py,59,except,ast_node,Exception,fallthrough,exception_handler,unknown,yes,unknown
execution,services/execution/kill_switch.py,61,return,ast_node,False,fallthrough,False,unknown,yes,unknown
