stage,file,line,gate_name,input,condition,accept_output,reject_output,reason_code,logged,tested
execution,services/execution/kill_switch.py,62,return,ast_node,False,fallthrough,False,unknown,yes,unknown
execution,services/execution/kill_switch.py,72,except,ast_node,Exception,fallthrough,exception_handler,unknown,yes,unknown
execution,services/execution/kill_switch.py,87,except,ast_node,Exception,fallthrough,exception_handler,unknown,yes,unknown
execution,services/execution/manual.py,45,testnet,ast_node,"request.mode == ""testnet""",fallthrough,branch,unknown,unknown,yes
execution,services/execution/manual.py,59,position,ast_node,"position is None and request.mode == ""paper""",fallthrough,branch,unknown,unknown,yes
execution,services/execution/manual.py,61,position,ast_node,position is None,fallthrough,branch,unknown,unknown,yes
execution,services/execution/manual.py,94,testnet,ast_node,"request.mode == ""testnet""",fallthrough,branch,unknown,unknown,yes
execution,services/execution/manual.py,117,testnet,ast_node,"request.mode == ""testnet""",fallthrough,branch,unknown,unknown,yes
execution,services/execution/manual.py,142,testnet,ast_node,"request.mode == ""testnet""",fallthrough,branch,unknown,unknown,yes
execution,services/execution/manual.py,257,position,ast_node,position.symbol == symbol and abs(position.quantity) > 0,fallthrough,branch,unknown,unknown,yes
execution,services/execution/manual.py,259,return,ast_node,None,fallthrough,None,unknown,unknown,yes
execution,services/execution/manual_context.py,36,paper,ast_node,"mode != ""paper""",fallthrough,branch,unknown,unknown,unknown
execution,services/execution/order_normalizer.py,115,position,ast_node,"rules.position_mode not in {""ONE_WAY"", ""HEDGE""}",fallthrough,branch,unknown,unknown,yes
execution,services/execution/order_normalizer.py,124,position,ast_node,"rules.position_mode == ""HEDGE"" and closing",fallthrough,branch,unknown,unknown,yes
execution,services/execution/order_normalizer.py,125,position,ast_node,confirmed_position_quantity is None or confirmed_position_quantity <= 0,fallthrough,branch,unknown,unknown,yes
execution,services/execution/order_normalizer.py,130,min_,ast_node,quantity < rules.min_quantity,fallthrough,branch,unknown,unknown,yes
execution,services/execution/order_normalizer.py,132,max_,ast_node,rules.max_quantity is not None and quantity > rules.max_quantity,fallthrough,branch,unknown,unknown,yes
execution,services/execution/order_normalizer.py,135,min_,ast_node,notional < rules.min_notional,fallthrough,branch,unknown,unknown,yes
execution,services/execution/order_normalizer.py,137,max_,ast_node,rules.max_notional is not None and notional > rules.max_notional,fallthrough,branch,unknown,unknown,yes
execution,services/execution/order_normalizer.py,140,position,ast_node,"rules.position_mode == ""ONE_WAY""",fallthrough,branch,unknown,unknown,yes
execution,services/execution/order_normalizer.py,164,position,ast_node,position_side is PositionSide.FLAT,fallthrough,branch,unknown,unknown,yes
execution,services/execution/paper_exchange_execution.py,31,return,ast_node,None,fallthrough,None,unknown,unknown,yes
execution,services/execution/paper_exchange_execution.py,33,return,ast_node,None,fallthrough,None,unknown,unknown,yes
execution,services/execution/paper_exchange_execution.py,37,return,ast_node,None,fallthrough,None,unknown,unknown,yes
execution,services/execution/paper_exchange_execution.py,42,reject,ast_node,"""-2022"" in text or ""reduceonly order is rejected"" in text",fallthrough,"""-2022"" in text or ""reduceonly order is rejected"" in text",unknown,unknown,yes
execution,services/execution/paper_exchange_execution.py,68,position,ast_node,position is not None,fallthrough,branch,unknown,unknown,yes
execution,services/execution/paper_exchange_execution.py,72,position,ast_node,close_only and position is not None,fallthrough,branch,unknown,unknown,yes
execution,services/execution/paper_exchange_execution.py,83,min_,ast_node,reference_price > 0 and quantity * reference_price < min_notional,fallthrough,branch,unknown,unknown,yes
execution,services/execution/paper_exchange_execution.py,118,paper,ast_node,"order.paper_run_id != paper_run.paper_run_id or order.close_only_mode or order.execution_status not in {""submitted"", ""open""} or str(order.entry_context.get(""order_type"", """")).lower() != ""limit"" or not order.gateway_order_id",fallthrough,branch,unknown,unknown,yes
execution,services/execution/paper_exchange_execution.py,125,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
execution,services/execution/paper_exchange_execution.py,128,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
execution,services/execution/paper_exchange_execution.py,131,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
execution,services/execution/paper_exchange_execution.py,141,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
execution,services/execution/paper_exchange_execution.py,174,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
execution,services/execution/paper_exchange_execution.py,189,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
execution,services/execution/paper_exchange_execution.py,201,return,ast_node,None,fallthrough,None,unknown,unknown,yes
execution,services/execution/paper_exchange_execution.py,232,paper,ast_node,not callable(cancel) or paper_run.paper_run_id is None,fallthrough,branch,unknown,unknown,yes
execution,services/execution/paper_exchange_execution.py,246,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
execution,services/execution/paper_exchange_execution.py,249,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
execution,services/execution/paper_exchange_execution.py,253,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
execution,services/execution/paper_exchange_execution.py,269,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
execution,services/execution/paper_exchange_execution.py,292,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
execution,services/execution/paper_exchange_execution.py,297,position,ast_node,"not order_id or not reduce_only or order_type not in {""STOP_MARKET"", ""TAKE_PROFIT_MARKET"", ""LIMIT""} or symbol not in allowed_symbols or symbol in exchange_positions",fallthrough,branch,unknown,unknown,yes
execution,services/execution/paper_exchange_execution.py,304,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
execution,services/execution/paper_exchange_execution.py,307,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
execution,services/execution/paper_exchange_execution.py,316,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
execution,services/execution/paper_exchange_execution.py,342,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
execution,services/execution/paper_exchange_execution.py,344,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
execution,services/execution/paper_exchange_execution.py,347,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
execution,services/execution/paper_exchange_execution.py,357,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
execution,services/execution/paper_exchange_execution.py,411,continue,ast_node,continue,fallthrough,skip_current_item,unknown,yes,yes
execution,services/execution/paper_exchange_execution.py,412,except,ast_node,Exception,fallthrough,exception_handler,unknown,yes,yes
execution,services/execution/paper_exchange_execution.py,448,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
execution,services/execution/paper_exchange_execution.py,464,return,ast_node,None,fallthrough,None,unknown,unknown,yes
execution,services/execution/paper_exchange_execution.py,468,position,ast_node,symbol in positions,fallthrough,branch,unknown,unknown,yes
execution,services/execution/paper_exchange_execution.py,501,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
execution,services/execution/paper_exchange_execution.py,516,position,ast_node,"""open_positions"" not in snapshot",fallthrough,branch,unknown,unknown,yes
execution,services/execution/paper_exchange_execution.py,525,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
execution,services/execution/paper_exchange_execution.py,529,position,ast_node,symbol in confirmed_positions,fallthrough,branch,unknown,unknown,yes
execution,services/execution/paper_exchange_execution.py,538,position,ast_node,symbol in active_positions or symbol not in allowed_symbols,fallthrough,branch,unknown,unknown,yes
execution,services/execution/paper_exchange_execution.py,539,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
execution,services/execution/paper_exchange_execution.py,589,position,ast_node,symbol in exchange_positions,fallthrough,branch,unknown,unknown,yes
execution,services/execution/paper_exchange_execution.py,591,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
execution,services/execution/paper_exchange_execution.py,608,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
execution,services/execution/paper_exchange_execution.py,675,gateway_mirror,paper order,mirror armed,gateway result,gateway_failed,binance_auto_execute_failed,yes,yes
execution,services/execution/paper_exchange_execution.py,709,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
execution,services/execution/paper_exchange_execution.py,712,position,ast_node,"bool(order.close_only_mode) and _is_reduce_only_already_flat(exc) and not self._exchange_position_present(paper_run=paper_run, symbol=order.symbol)",fallthrough,branch,unknown,unknown,yes
execution,services/execution/paper_exchange_execution.py,724,reject,ast_node,"self.execution_repo.update_order( order.order_execution_id or """", execution_status=""accepted"", rejection_reason=None, rejection_codes=[ code for code in order.rejection_codes if code != ""binance_auto_execute_failed"" ], gateway_status=""exchange_already_flat"", entry_context={ **order.entry_context, ""exchange_already_flat"": True, ""gateway_flat_error"": str(exc), ""cancelled_protection_order_ids"": flat_cleanup[""cancelled""], ""terminal_protection_order_ids"": flat_cleanup[""failed""], }, lifecycle_history=",fallthrough,"self.execution_repo.update_order( order.order_execution_id or """", execution_status=""accepted"", rejection_reason=None, rejection_codes=[ code for code in order.rejection_codes if code != ""binance_auto_execute_failed"" ], gateway_status=""exchange_already_flat"", entry_context={ **order.entry_context, ""exchange_already_flat"": True, ""gateway_flat_error"": str(exc), ""cancelled_protection_order_ids"": flat_cleanup[""cancelled""], ""terminal_protection_order_ids"": flat_cleanup[""failed""], }, lifecycle_history=",unknown,unknown,yes
execution,services/execution/paper_exchange_execution.py,754,position,ast_node,"order.close_only_mode and self._exchange_position_present( paper_run=paper_run, symbol=order.symbol, )",fallthrough,branch,unknown,unknown,yes
execution,services/execution/paper_exchange_execution.py,762,reject,ast_node,"self.execution_repo.update_order( order.order_execution_id or """", execution_status=""rejected"", rejection_reason=f""binance_auto_execute_failed: {exc}"", rejection_codes=[*order.rejection_codes, ""binance_auto_execute_failed""], gateway_status=""gateway_failed"", entry_context={ **order.entry_context, ""pre_close_cancelled_protection_order_ids"": pre_close_cleanup[""cancelled""], ""pre_close_failed_protection_order_ids"": pre_close_cleanup[""failed""], }, lifecycle_history=[ *order.lifecycle_history, { ""at"": d",fallthrough,"self.execution_repo.update_order( order.order_execution_id or """", execution_status=""rejected"", rejection_reason=f""binance_auto_execute_failed: {exc}"", rejection_codes=[*order.rejection_codes, ""binance_auto_execute_failed""], gateway_status=""gateway_failed"", entry_context={ **order.entry_context, ""pre_close_cancelled_protection_order_ids"": pre_close_cleanup[""cancelled""], ""pre_close_failed_protection_order_ids"": pre_close_cleanup[""failed""], }, lifecycle_history=[ *order.lifecycle_history, { ""at"": d",unknown,unknown,yes
execution,services/execution/paper_exchange_execution.py,792,reject,ast_node,"gateway_status in {""rejected"", ""cancelled"", ""canceled"", ""expired""}",fallthrough,branch,unknown,yes,yes
execution,services/execution/paper_exchange_execution.py,802,reject,ast_node,"self.execution_repo.update_order( order.order_execution_id or """", execution_status=execution_status, rejection_reason=rejection_reason, rejection_codes=rejection_codes, entry_context={ **order.entry_context, ""protection_order_refs"": gateway_result.get(""protection_order_refs"", []), ""pre_close_cancelled_protection_order_ids"": pre_close_cleanup[""cancelled""], ""pre_close_failed_protection_order_ids"": pre_close_cleanup[""failed""], ""cancelled_protection_order_ids"": cleanup[""cancelled""], ""terminal_protec",fallthrough,"self.execution_repo.update_order( order.order_execution_id or """", execution_status=execution_status, rejection_reason=rejection_reason, rejection_codes=rejection_codes, entry_context={ **order.entry_context, ""protection_order_refs"": gateway_result.get(""protection_order_refs"", []), ""pre_close_cancelled_protection_order_ids"": pre_close_cleanup[""cancelled""], ""pre_close_failed_protection_order_ids"": pre_close_cleanup[""failed""], ""cancelled_protection_order_ids"": cleanup[""cancelled""], ""terminal_protec",unknown,unknown,yes
execution,services/execution/paper_order_lifecycle.py,88,min_,ast_node,reference_price > 0 and quantity * float(reference_price) < min_notional,fallthrough,branch,unknown,unknown,unknown
execution,services/execution/paper_order_lifecycle.py,194,position,ast_node,position.side == TradeSide.LONG,fallthrough,branch,unknown,unknown,unknown
execution,services/execution/paper_runtime.py,112,paper,ast_node,paper_run is None,fallthrough,branch,unknown,unknown,yes
execution,services/execution/paper_runtime.py,139,return,ast_node,None,fallthrough,None,unknown,unknown,yes
execution,services/execution/runtime_config_migration.py,51,paper,ast_node,paper_run is None or paper_run.paper_run_id is None,fallthrough,branch,unknown,unknown,yes
execution,services/execution/runtime_state.py,39,return,ast_node,None,fallthrough,None,unknown,unknown,yes
execution,services/execution/runtime_state.py,43,return,ast_node,None,fallthrough,None,unknown,unknown,yes
execution,services/execution/runtime_state.py,71,max_,ast_node,(reference - heartbeat_at).total_seconds() > max_age_seconds,fallthrough,branch,unknown,yes,yes
execution,services/execution/spot_gateway.py,121,testnet,ast_node,settings.spot_testnet_api_key or settings.spot_testnet_api_secret,fallthrough,branch,unknown,unknown,yes
execution,services/execution/state_machine.py,13,pass,ast_node,pass,fallthrough,no_action,unknown,unknown,yes
execution,services/execution/state_machine.py,103,return,ast_node,None,fallthrough,None,unknown,unknown,yes
execution,services/execution/state_machine.py,110,return,ast_node,False,fallthrough,False,unknown,unknown,yes
execution,services/execution/state_machine.py,113,return,ast_node,False,fallthrough,False,unknown,unknown,yes
execution,services/execution/state_machine.py,118,return,ast_node,False,fallthrough,False,unknown,unknown,yes
execution,services/execution/tasks.py,85,paper,ast_node,run.paper_run_id is None,fallthrough,branch,unknown,unknown,yes
execution,services/execution/tasks.py,86,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
execution,services/execution/tasks.py,107,paper,ast_node,not is_auto_scheduled_paper_run(run),fallthrough,branch,unknown,unknown,yes
execution,services/execution/tasks.py,108,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
execution,services/execution/tasks.py,176,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
execution,services/execution/tasks.py,189,paper,ast_node,not is_auto_scheduled_paper_run(run) or run.paper_run_id is None,fallthrough,branch,unknown,unknown,yes
execution,services/execution/tasks.py,190,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
execution,services/execution/testnet_acceptance.py,53,position,ast_node,"preflight.get(""open_orders"") or preflight.get(""open_positions"")",fallthrough,branch,unknown,unknown,yes
execution,services/execution/testnet_acceptance.py,120,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
execution,services/execution/testnet_acceptance.py,139,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
execution,services/execution/testnet_acceptance.py,163,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
execution,services/execution/testnet_authorization.py,31,paper,ast_node,"run.execution_profile.get(""auto_paper_runtime_key"") != AUTO_PAPER_TECHNICAL_KEY",fallthrough,branch,unknown,unknown,yes
execution,services/execution/testnet_authorization.py,32,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
execution,services/execution/testnet_authorization.py,43,paper,ast_node,updated is None or updated.paper_run_id is None,fallthrough,branch,unknown,unknown,yes
execution,services/execution/testnet_authorization.py,44,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
execution,services/execution/testnet_cleanup.py,94,testnet,ast_node,not binance_use_testnet or live_trading_enabled,fallthrough,branch,unknown,unknown,yes
execution,services/execution/testnet_cleanup.py,106,position,ast_node,not open_orders and not open_positions,fallthrough,branch,unknown,unknown,yes
execution,services/execution/testnet_cleanup.py,138,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
execution,services/execution/testnet_cleanup.py,143,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
execution,services/execution/testnet_cleanup.py,170,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
execution,services/execution/testnet_cleanup.py,195,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
execution,services/execution/testnet_cleanup.py,211,position,ast_node,residual_orders or residual_positions,fallthrough,branch,unknown,unknown,yes
exit,services/execution/exit_ladder.py,67,return,ast_node,None,fallthrough,None,unknown,unknown,yes
exit,services/execution/exit_ladder.py,71,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
exit,services/execution/exit_ladder.py,75,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
exit,services/execution/exit_ladder.py,91,return,ast_node,None,fallthrough,None,unknown,unknown,yes
exit,services/execution/exit_ladder.py,94,return,ast_node,None,fallthrough,None,unknown,unknown,yes
exit,services/execution/exit_ladder.py,140,return,ast_node,None,fallthrough,None,unknown,unknown,yes
exit,services/execution/exit_ladder.py,234,return,ast_node,None,fallthrough,None,unknown,unknown,yes
exit,services/execution/exit_ladder.py,238,return,ast_node,None,fallthrough,None,unknown,unknown,yes
exit,services/execution/exit_ladder.py,243,return,ast_node,None,fallthrough,None,unknown,unknown,yes
exit,services/execution/exit_ladder.py,259,return,ast_node,None,fallthrough,None,unknown,unknown,yes
exit,services/execution/exit_ladder.py,262,return,ast_node,None,fallthrough,None,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,114,paper,ast_node,paper_run is None,fallthrough,branch,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,171,paper,ast_node,self._gateway_mirror_armed(paper_run),fallthrough,branch,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,193,paper,ast_node,"paper_run.execution_profile.get(""strategy_lane"") == ""cross_sectional_carry""",fallthrough,branch,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,203,position,ast_node,hard_drawdown_locked and current_position is not None,fallthrough,branch,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,245,continue,ast_node,continue,fallthrough,skip_current_item,unknown,yes,yes
exit,services/execution/paper_cycle_orchestrator.py,262,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,265,position,ast_node,current_position is not None and protection_bar is not None,fallthrough,branch,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,319,paper,ast_node,"self._should_execute_on_binance(paper_run, order=order)",fallthrough,branch,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,340,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,352,paper,ast_node,not self._should_execute_on_binance(paper_run),fallthrough,branch,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,393,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,469,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,482,paper,ast_node,"self._should_execute_on_binance(paper_run, order=order)",fallthrough,branch,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,502,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,534,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,535,position,ast_node,"self._should_time_exit( strategy=strategy, position=current_position, levels=levels, bar=protection_bar, cycle_time=cycle_time, )",fallthrough,branch,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,587,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,597,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,603,position,ast_node,cycle_key in processed_keys and current_position is None,fallthrough,branch,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,614,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,658,position,ast_node,"current_position is None and not bool(base_order.entry_context.get(""paper_order_should_trade"", True))",fallthrough,branch,unknown,yes,yes
exit,services/execution/paper_cycle_orchestrator.py,673,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,678,position,ast_node,current_position is not None,fallthrough,branch,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,709,paper,ast_node,"self._should_execute_on_binance(paper_run, order=order)",fallthrough,branch,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,731,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,745,paper,ast_node,not self._should_execute_on_binance(paper_run),fallthrough,branch,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,795,continue,ast_node,continue,fallthrough,skip_current_item,unknown,yes,yes
exit,services/execution/paper_cycle_orchestrator.py,798,paper,ast_node,"not rank_dropout and not bool(base_order.entry_context.get(""paper_order_should_trade"", True))",fallthrough,branch,unknown,yes,yes
exit,services/execution/paper_cycle_orchestrator.py,817,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,819,position,ast_node,rank_dropout or (request.close_on_opposite_signal and current_position.side != base_order.direction),fallthrough,branch,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,828,paper,ast_node,"self._should_execute_on_binance(paper_run, order=order)",fallthrough,branch,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,850,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,869,paper,ast_node,not self._should_execute_on_binance(paper_run),fallthrough,branch,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,903,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,921,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,923,paper,ast_node,"self._should_execute_on_binance(paper_run) and self.gateway is not None and not gateway_symbol_available(gateway=self.gateway, symbol=symbol)",fallthrough,branch,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,940,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,952,reject,ast_node,order.rejection_codes and set(order.rejection_codes).issubset(retryable_rejections),fallthrough,branch,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,968,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,970,paper,ast_node,"self._should_execute_on_binance(paper_run, order=order)",fallthrough,branch,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,991,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,1006,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,1026,paper,ast_node,"self._should_execute_on_binance(paper_run, order=hedge_order)",fallthrough,branch,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,1053,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,1069,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,1070,except,ast_node,Exception,fallthrough,exception_handler,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,1085,continue,ast_node,continue,fallthrough,skip_current_item,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,1129,paper,ast_node,not self._should_execute_on_binance(paper_run),fallthrough,branch,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,1204,continue,ast_node,continue,fallthrough,skip_current_item,unknown,yes,yes
exit,services/execution/paper_cycle_orchestrator.py,1234,reject,ast_node,"PaperRuntimeCycleResult( paper_run_id=paper_run_id, paper_status=updated_run.paper_status, cycle_time=cycle_time, scanned_symbols=scanned_symbols, actions=actions, opened_positions=opened_positions, closed_positions=closed_positions, rejected_orders=rejected_orders, skipped_symbols=skipped_symbols, open_position_symbols=sorted(active_positions.keys()), account_equity=account_equity, )",fallthrough,"PaperRuntimeCycleResult( paper_run_id=paper_run_id, paper_status=updated_run.paper_status, cycle_time=cycle_time, scanned_symbols=scanned_symbols, actions=actions, opened_positions=opened_positions, closed_positions=closed_positions, rejected_orders=rejected_orders, skipped_symbols=skipped_symbols, open_position_symbols=sorted(active_positions.keys()), account_equity=account_equity, )",unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,1250,paper,ast_node,paper_run is None,fallthrough,branch,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,1265,return,ast_node,False,fallthrough,False,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,1411,position,ast_node,abs(state.remaining_quantity - abs(position.quantity)) > 1e-9,fallthrough,branch,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,1427,return,ast_node,None,fallthrough,None,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,1428,paper,ast_node,paper_run.paper_run_id is None,fallthrough,branch,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,1429,return,ast_node,None,fallthrough,None,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,1436,return,ast_node,None,fallthrough,None,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,1439,return,ast_node,None,fallthrough,None,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,1452,protection_lookup,active position,latest filled entry exists,levels,None,protection_missing,no,yes
exit,services/execution/paper_cycle_orchestrator.py,1461,paper,ast_node,paper_run.paper_run_id is None,fallthrough,branch,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,1462,return,ast_node,None,fallthrough,None,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,1469,return,ast_node,None,fallthrough,None,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,1481,return,ast_node,None,fallthrough,None,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,1485,position,ast_node,position.side == TradeSide.LONG and trailed_stop > stop_price,fallthrough,branch,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,1487,position,ast_node,position.side == TradeSide.SHORT and trailed_stop < stop_price,fallthrough,branch,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,1540,protective_trigger,OHLCV bar,stop/take hit,close intent,no action,stoploss_or_takeprofit,yes,yes
exit,services/execution/paper_cycle_orchestrator.py,1546,position,ast_node,position.side == TradeSide.LONG,fallthrough,branch,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,1556,return,ast_node,None,fallthrough,None,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,1569,return,ast_node,None,fallthrough,None,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,1586,return,ast_node,None,fallthrough,None,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,1609,enabled,ast_node,not enabled or order is None or order.close_only_mode,fallthrough,branch,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,1613,return,ast_node,False,fallthrough,False,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,1615,reject,ast_node,"bool(trace.get(""pipeline_status"")) and not order.rejection_codes",fallthrough,"bool(trace.get(""pipeline_status"")) and not order.rejection_codes",unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,1636,min_,ast_node,hours is None or min_r is None or levels.original_stop_price is None,fallthrough,branch,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,1637,return,ast_node,False,fallthrough,False,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,1644,return,ast_node,False,fallthrough,False,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,1661,return,ast_node,None,fallthrough,None,unknown,unknown,yes
exit,services/execution/paper_cycle_orchestrator.py,1664,return,ast_node,None,fallthrough,None,unknown,unknown,yes
