episode_id,symbol,direction,projected_at,closed_at,quantity,entry_price,realized_pnl,initial_risk_usdt,net_r,primary_cause
0e3814c7-d23a-48a8-bef6-d240fc809b66,BTC/USDT,long,2026-08-15 12:15:41.470441,2026-08-16 09:57:37.503000,0.2764,62964.99801013024,-10.91071288,60.945649999998336,-0.1790236527135291508968747616,OTHER_EVIDENCED
5a4e07fe-354c-4ec7-8f2c-80a4245a8402,XRP/USDT,short,2026-08-16 11:00:46.182472,2026-08-16 16:18:29.767000,972,0.9995,-4.0833331,3.3048,-1.235576464536431856693294602,OTHER_EVIDENCED
119d0197-eb5e-4655-a843-001e864b9ce7,ETH/USDT,short,2026-08-16 07:16:16.373915,2026-08-16 16:27:52.243000,9.266,1879.981004748543,-75.19941276,60.960970000000562,-1.233566538721403329632143953,OTHER_EVIDENCED
